Title,Price,Address,Bathroom,Room,Furnished,Pet Allowed,Postal Code
Full Furnished apartment near Metro Joliette - in Homa,$895.00,2245 Rue de Chambly Montréal QC H1W 3J3 Canada,1,2 1/2,Oui,Unknown,H1W 3J3
**Immédiatement** Location appartement 3 1/2 Ahuntsic,$695.00,9213 Av du Parc Montréal QC H2N 2A2 Canada,1,3 1/2,Non,Non,H2N 2A2
BACHELOR 4 1/2 DEMI-SOUS-SOL MEUBLÉ $850 METRO SNOWDON,$850.00,Avenue Trans Island Montréal QC H3W 3A4 Canada,1,4 1/2,Oui,Non,H3W 3A4
Grand 3 1/2 à Louer à Anjou Place Chaumont,$700.00,8676 Avenue Chaumont Anjou QC H1K 1N6 Canada,1,3 1/2,Non,Oui,H1K 1N6
Appartement à louer Pointe St-Charles,$1350.00,314 Rue Bourgeoys Montréal QC H3K 2L8 Canada,1,3 1/2,Oui,Non,H3K 2L8
Fully furnished 1 bdr apartment NDG close to CHUM hospital,$1500.00,979 Av Harvard Montréal QC H4A 2V6 Canada,1,2 1/2,Oui,Oui,H4A 2V6
Condo moderne avec stationnement intérieur et vue sur le Fleuve!,$1950.00,801 Rue de la Commune E Montréal QC H2L 0A3 Canada,1,2 1/2,Non,Non,H2L 0A3
Condo Tom neuf Métro Mc Gill university,$1750.00,1185 Boulevard Robert-Bourassa Montréal QC H3B 3A7 Canada,1,3 1/2,Non,Non,H3B 3A7
Looking for someone to rent home or apt with I have furniture,$Surdemande, Montreal or Othere H2H1G2 QC Canada,1,4 1/2,Oui,Non,H2H1G2
5 1/2 rénové à louer - Pointe-Saint-Charles - 1er décembre,$1550.00,2331 Rue de Rozel Montréal QC H3K 1S8 Canada,1,5 1/2,Non,Oui,H3K 1S8
Recherché :Recherche 5 1/2,$Surdemande, Anjou H1J 1W6 QC Canada,1,5 1/2,Non,Unknown,H1J 1W6
3 1/2 Apartment in Heart of Downtown Montreal,$1300.00, Montreal H3H 2N9 QC Canada,1,2 1/2,Oui,Unknown,H3H 2N9
4 1/2 à louer à Hochelaga-Maisonneuve,$1400.00,Rue Hochelaga Québec Canada,1,4 1/2,Oui,Oui,
Grand Rez-de-chaussée Ground Floor,$1275.00, verdun h4g2b2 QC Canada,1,6 1/2,Non,Non,h4g2b2
LOFT A LOUER TEMPORAIRE DE JANVIER A MAI,$1400.00,1404 Rue Plessis Montréal QC H2L 2X3 Canada,1,1 1/2,Oui,Non,H2L 2X3
For rent,$1500.00, BOISCHATEL G0A1H0 QC Canada,1,5 1/2,Oui,Non,G0A1H0
Condo à louer entièrement meublé et équipé au métro Rosemont,$1950.00,790 Rosemont H2S0A7 Montreal QC,1,2 1/2,Oui,Non,H2S0A7
Beau 4-1/2 Renove Anjou,$875.00,8665 Avenue des Ponts de Cé Anjou QC H1J 2C7 Canada,1,2 1/2,Non,Non,H1J 2C7
Haut de duplex à louer ! ( Cession de bail ),$696.00,Lachine QC H8S 3W1 Canada,1,4 1/2,Non,Non,H8S 3W1
Grand 3 1/2 a louer plateau Mont Royal. Rénove à 100%,$1280.00,4567 Rue Chambord Montréal QC H2J 3M8 Canada,1,2 1/2,Non,Oui,H2J 3M8
BEAU 31/2 RENOVÉ PRÉS DE MÉTRO CADILLAC À PARTIR DU SEPTEMBRE,$845.00,3280 DE LA PÉPINIÈRE MONTREAL QC H1N 3N4,1,3 1/2,Non,Non,H1N 3N4
A LOUER : CONDO VIEUX PORT - 2 CAC + PARKING MEUBLÉ OU NON.,$1999.00,777 Rue Gosford Montréal QC H2Y 4B7 Canada,1,4 1/2,Oui,Non,H2Y 4B7
studio bachelor 1 1/2 Downtown Westmount condo new May June,$1395.00,1750 cedar Montreal QC H3G 1A3,1,2 1/2,Non,Non,H3G 1A3
2 bedrooms 41/2 townhouse maison de ville Westmount May June,$1950.00,1750 cedar Montreal QC H3G 1A3,1,4 1/2,Non,Non,H3G 1A3
Condo (4 1/2) - Nouv 2 Ch. Meuble- Plateau Janvier 2019,$1900.00,4399 Boul St-Laurent Montréal QC H2W 1Z8 Canada,1,4 1/2,Oui,Oui,H2W 1Z8
Recherché :Appart a louer (ou transfert bail) jusqu en juin 2019,$Surdemande, H1X 2K2 Montreal QC,1,3 1/2,Non,Oui,H1X 2K2
3 1/2 à 2 pas du métro Iberville,$720.00,7060 Rue Molson Montréal QC H2A 3K1 Canada,1,3 1/2,Non,Oui,H2A 3K1
Grand 3 ½ NEUF à louer dans HoMa,$1275.00,4850 Rue de Rouen Montréal QC H1V 3C2 Canada,1,3 1/2,Non,Non,H1V 3C2
Grand loft à louer tout équipé et près de tous les commodités,$1000.00,4827 Rue Sainte-Catherine Est Montréal QC H1V1Z7 Ville de Montréal QC,1,4 1/2,Oui,Non,H1V1Z7
Recherché :Recherche lieu insonorisé pour faire de l'enregistrement Audio,$Surdemande, Montréal H2M 1P5 QC Canada,1,4 1/2,Non,Non,H2M 1P5
Plateau Sublet Jan. to May 2 1/2 Parc Jeanne-Mance.,$825.00,6750 Avenue de l'Esplanade bureau 102 Montréal QC H2V 1A2 Canada,1,2 1/2,Oui,Non,H2V 1A2
Lease transfer-large 4 1/2-lower plateau,$860.00,rue Roy Est H2W1M6 Montreal QC,1,3 1/2,Non,Non,H2W1M6
GRAND 4.5 A LOUER ROSEMONT PETITE PATRIE,$800.00,3930 Rue Masson Montréal QC H1X 1T3 Canada,1,4 1/2,Non,Non,H1X 1T3
3 1/2 Novembre 722.00$,$722.00,2121 Sainte-Catherine H2K 2H9 Montréal QC,1,3 1/2,Non,Non,H2K 2H9
3 1/2 PLATEAU MONT-ROYAL,$875.00,4584 Rue Boyer Montréal QC H2J 3E4 Canada,1,3 1/2,Non,Unknown,H2J 3E4
Loft 2 étages lumineux électros 1 Ch. Métro Henri-B.,$880.00,Rue des Prairies Montréal QC H2B 2K6 Canada,1,3 1/2,Oui,Non,H2B 2K6
4981 leger,$550.00,4981 Boulevard Léger Montréal-Nord QC H1G 1J7 Canada,1,2 1/2,Non,Non,H1G 1J7
MÉTRO PARC 4 1/2 3 Chambres fermées 1200$ NON FUMEUR,$1200.00,7620 Querbes Montreal QC H3N 2B6,1,2 1/2,Non,Non,H3N 2B6
Loft COEUR du Plateau - MEUBLÉ - 1er Janvier,$1350.00,4487 Rue de la Roche Montréal QC H2J 3J2 Canada,1,1 1/2,Oui,Non,H2J 3J2
5 1/2 à louer au 321 avenue Lanthier Pointe-Claire,$1750.00,321 avenue Lanthier Pointe-Claire QC H9S 5K6,1,5 1/2,Non,Unknown,H9S 5K6
3 1/2 à louer au 455 avenue Racine Dorval,$885.00,455 avenue Racine Dorval QC H9S 3K8,1,2 1/2,Non,Unknown,H9S 3K8
4 1/2 à louer au 455 avenue Racine Dorval,$1050.00,455 avenue Racine Dorval QC H9S 3K8,1,4 1/2,Non,Unknown,H9S 3K8
4 1/2 à louer au 3333 rue Jean-Talon Ouest Ville de Mont-Royal,$1330.00,3333 rue Jean-Talon Ouest Ville de Mont-Royal QC H3R 2G1,1,4 1/2,Non,Unknown,H3R 2G1
3 1/2 à louer au 2525 boul. Cavendish Montréal,$975.00,2525 boul. Cavendish Montréal QC H4B 2Y6,1,2 1/2,Non,Unknown,H4B 2Y6
1 BEDROOM – HEATING & HOT WATER INCLUDED – CSL – 514-612-7910,$775.00,7910 Cote St-Luc Cote St-Luc QC H4W 1R2,1,2 1/2,Non,Non,H4W 1R2
6 et demi meublé équipé-fully furnished equipped- NDG,$2200.00,4566 Avenue Beaconsfield Montréal QC H4A 2H7 Canada,1,6 1/2,Oui,Non,H4A 2H7
4 1/2 Bd. Saint Michel,$1115.00,9339 Boulevard Saint-Michel Montréal QC H1Z 3G7 Canada,1,3 1/2,Non,Non,H1Z 3G7
Wellington 3br Completely Renovated,$1600.00,3914 Rue Wellington Verdun QC H4G 1V3 Canada,1,5 1/2,Oui,Unknown,H4G 1V3
4 bedroom apartment for rent,$3250.00,5652 Av du Parc Montréal QC H2V 4H1 Canada,2,6 1/2,Non,Non,H2V 4H1
1 1/2 à louer au 2525 boul. Cavendish Montréal,$790.00,2525 boul. Cavendish Montréal QC H4B 2Y6,1,1 1/2,Non,Unknown,H4B 2Y6
1 1/2 à louer au 315 boul. Rene Levesque Est Montréal,$875.00,315 boul. Rene Levesque Est Montréal QC H2X 3P3,1,1 1/2,Non,Unknown,H2X 3P3
6 1/2 bas de duplex/cour/honoré-beaugrand/1er fevrier,$1300.00, Montréal h1k2n5 QC Canada,1,5 1/2,Non,Unknown,h1k2n5
2 1/2 à louer au 315 boul. Rene Levesque Est Montréal,$995.00,315 boul. Rene Levesque Est Montréal QC H2X 3P3,1,2 1/2,Non,Unknown,H2X 3P3
1 1/2 à louer au 5740 boulevard Cavendish Côte-Saint-Luc,$720.00,5740 boulevard Cavendish Côte-Saint-Luc QC H4W 2T8,1,1 1/2,Non,Unknown,H4W 2T8
3 1/2 à louer au 5740 boulevard Cavendish Côte-Saint-Luc,$955.00,5740 boulevard Cavendish Côte-Saint-Luc QC H4W 2T8,1,2 1/2,Non,Unknown,H4W 2T8
1 1/2 à louer au 3440 rue Durocher Montréal,$950.00,3440 rue Durocher Montréal QC H2X 2E2,1,1 1/2,Non,Unknown,H2X 2E2
4 1/2 à louer au 3440 rue Durocher Montréal,$1700.00,3440 rue Durocher Montréal QC H2X 2E2,1,4 1/2,Non,Unknown,H2X 2E2
4 1/2 à louer au 5740 boulevard Cavendish Côte-Saint-Luc,$1290.00,5740 boulevard Cavendish Côte-Saint-Luc QC H4W 2T8,1,4 1/2,Non,Unknown,H4W 2T8
1 Bdrm available at 10250 Du Bois-de-Boulogne Avenue Montreal,$740.00,10250 Du Bois-de-Boulogne Avenue Montreal QC H4N 1K9,1,2 1/2,Non,Unknown,H4N 1K9
Bachelor available at 6675 Darlington street Montreal,$480.00,6675 Darlington street Montreal QC H3S 2J6,1,1 1/2,Non,Unknown,H3S 2J6
2 Bdrm available at 6675 Darlington street Montreal,$740.00,6675 Darlington street Montreal QC H3S 2J6,1,4 1/2,Non,Unknown,H3S 2J6
Jr. 1 Bdrm available at 6675 Darlington street Montreal,$605.00,6675 Darlington street Montreal QC H3S 2J6,1,2 1/2,Non,Unknown,H3S 2J6
1 Bdrm available at 6675 Darlington street Montreal,$655.00,6675 Darlington street Montreal QC H3S 2J6,1,2 1/2,Non,Unknown,H3S 2J6
1 1/2 à louer au 65 rue Sherbrooke Est Montréal,$890.00,65 rue Sherbrooke Est Montréal QC H2X 1C4,1,1 1/2,Non,Unknown,H2X 1C4
3 1/2 à louer au 65 rue Sherbrooke Est Montréal,$1230.00,65 rue Sherbrooke Est Montréal QC H2X 1C4,1,2 1/2,Non,Unknown,H2X 1C4
1 1/2 à louer au 150 rue st Norbert Montréal,$950.00,150 rue st Norbert Montréal QC H2X 1G6,1,1 1/2,Non,Unknown,H2X 1G6
Jr. 1 Bdrm available at 135 East Sherbrooke street Montreal,$1075.00,135 East Sherbrooke street Montreal QC H2X 1C6,1,2 1/2,Non,Unknown,H2X 1C6
1 1/2 à louer au 135 rue Sherbrooke Est Montréal,$890.00,135 rue Sherbrooke Est Montréal QC H2X 1C6,1,1 1/2,Non,Unknown,H2X 1C6
Bachelor available at 3580 Lorne street Montreal,$925.00,3580 Lorne street Montreal QC H2X 2A7,1,1 1/2,Non,Unknown,H2X 2A7
Beau grand 3 1/2 rénové dans Rosemont Petite Patrie disponible,$800.00,Rue Bélanger près Sagard H2g1e5 Montreal QC,1,3 1/2,Non,Non,H2g1e5
Condo à louer Griffintown meublé,$2200.00,1045 Rue Wellington Montréal QC H3C 1V6 Canada,1,4 1/2,Oui,Non,H3C 1V6
3 1/2 ROSEMOINT - 1ER ETAGE,$660.00,4530 Avenue Bourbonnière Montréal QC H1X 2M5 Canada,1,3 1/2,Non,Non,H1X 2M5
Super Appartements 5-1/2 au 2865 Kent Outremont,$1200.00,2865 Kent Montreal QC H3S 1M8,1,5 1/2,Non,Non,H3S 1M8
2 bedrooms 41/2 to for rent condo neuf Saint Leonard,$1160.00,9430 Lacordaire Saint-Léonard QC H1R 3N3,1,4 1/2,Non,Unknown,H1R 3N3
2 1/2 à louer au 135 rue Sherbrooke Est Montréal,$1075.00,135 rue Sherbrooke Est Montréal QC H2X 1C6,1,2 1/2,Non,Unknown,H2X 1C6
2 Bdrm available at 3580 Lorne street Montreal,$1615.00,3580 Lorne street Montreal QC H2X 2A7,1,4 1/2,Non,Unknown,H2X 2A7
Bachelor available at 3440 Durocher Street Montreal,$950.00,3440 Durocher Street Montreal QC H2X 2E2,1,1 1/2,Non,Unknown,H2X 2E2
1 1/2 à louer au 3580 rue Lorne Montréal,$925.00,3580 rue Lorne Montréal QC H2X 2A7,1,1 1/2,Non,Unknown,H2X 2A7
4 1/2 à louer au 3580 rue Lorne Montréal,$1615.00,3580 rue Lorne Montréal QC H2X 2A7,1,4 1/2,Non,Unknown,H2X 2A7
2 Bdrm available at 3440 Durocher Street Montreal,$1700.00,3440 Durocher Street Montreal QC H2X 2E2,1,4 1/2,Non,Unknown,H2X 2E2
3 1/2 à louer au 3580 rue Lorne Montréal,$1150.00,3580 rue Lorne Montréal QC H2X 2A7,1,2 1/2,Non,Unknown,H2X 2A7
2 Bdrm available at 1620 Victoria Avenue Greenfield Park,$900.00,1620 Victoria Avenue Greenfield Park QC J4V 3G8,1,4 1/2,Non,Unknown,J4V 3G8
Bachelor available at 5199 East Sherbrooke East Suite 3361,$893.00,5199 East Sherbrooke East Suite 3361 Montreal QC H1T 3X2,1,1 1/2,Non,Unknown,H1T 3X2
1 Bdrm available at 2250 Guy street Montreal,$1200.00,2250 Guy street Montreal QC H3H 2M3,1,2 1/2,Non,Unknown,H3H 2M3
1 Bdrm available at 5199 East Sherbrooke East Suite 3361,$1137.00,5199 East Sherbrooke East Suite 3361 Montreal QC H1T 3X2,1,2 1/2,Non,Unknown,H1T 3X2
4 1/2 à louer au 5199 rue Sherbrooke Est bureau 3361 Montréal,$1330.00,5199 rue Sherbrooke Est bureau 3361 Montréal QC H1T 3X2,1,4 1/2,Non,Unknown,H1T 3X2
1 1/2 à louer au 5199 rue Sherbrooke Est bureau 3361 Montréal,$893.00,5199 rue Sherbrooke Est bureau 3361 Montréal QC H1T 3X2,1,1 1/2,Non,Unknown,H1T 3X2
2 Bdrm available at 5199 East Sherbrooke East Suite 3361,$1330.00,5199 East Sherbrooke East Suite 3361 Montreal QC H1T 3X2,1,4 1/2,Non,Unknown,H1T 3X2
3 1/2 à louer au 5199 rue Sherbrooke Est bureau 3361 Montréal,$1137.00,5199 rue Sherbrooke Est bureau 3361 Montréal QC H1T 3X2,1,2 1/2,Non,Unknown,H1T 3X2
4 1/2 à louer au 1620 avenue Victoria Greenfield Park,$900.00,1620 avenue Victoria Greenfield Park QC J4V 3G8,1,4 1/2,Non,Unknown,J4V 3G8
5 1/2 NDG fresh paint call for visit,$830.00, montreal h4v2v6 QC Canada,1,5 1/2,Non,Non,h4v2v6
4 1/2 à louer au 6675 rue Darlington Montréal,$740.00,6675 rue Darlington Montréal QC H3S 2J6,1,4 1/2,Non,Unknown,H3S 2J6
3 1/2 à louer au 6675 rue Darlington Montréal,$655.00,6675 rue Darlington Montréal QC H3S 2J6,1,2 1/2,Non,Unknown,H3S 2J6
2 1/2 à louer au 6675 rue Darlington Montréal,$605.00,6675 rue Darlington Montréal QC H3S 2J6,1,2 1/2,Non,Unknown,H3S 2J6
1 Bdrm. unit - Heating & hot water incl. VSL- 514-400-6623,$775.00,2323 Modugno Saint Laurent QC H4R 1X5,1,2 1/2,Non,Non,H4R 1X5
1 CHAMBRE- CHAUFF. & EAU CHAUDE INCL - VSL -514-856-0038,$800.00,975 Du Ruisseau Saint Laurent QC H4L 1E2,1,2 1/2,Non,Non,H4L 1E2
Beau grand 3 1/2 rénové dans Rosemont Petite Patrie disponible,$800.00,Rue Bélanger près Sagard H2g1e5 Montreal QC,1,3 1/2,Non,Non,H2g1e5
Concordia - Furnished 4 bedroom apartment - Shaughnessy Village,$2856.00,1245 Saint-Marc Montreal QC H3H 2E6,1,6 1/2,Oui,Unknown,H3H 2E6
Condominium loft 1300 pieds carrés,$1200.00,4843 Rue Sainte-Catherine E Montréal QC H1V 1Z7 Canada,1,6 1/2,Oui,Non,H1V 1Z7
1 1/2 à louer au 6675 rue Darlington Montréal,$480.00,6675 rue Darlington Montréal QC H3S 2J6,1,1 1/2,Non,Unknown,H3S 2J6
Jr. 1 Bdrm available at 4760 Chemin de la Côte-des-Neiges,$930.00,4760 Chemin de la Côte-des-Neiges Montréal QC H3V 1G3,1,2 1/2,Non,Unknown,H3V 1G3
1 Bdrm available at 4760 Chemin de la Côte-des-Neiges Montréal,$1005.00,4760 Chemin de la Côte-des-Neiges Montréal QC H3V 1G3,1,2 1/2,Non,Unknown,H3V 1G3
3 1/2 à louer au 4760 Chemin de la Côte-des-Neiges Montreal,$1005.00,4760 Chemin de la Côte-des-Neiges Montreal QC H3V 1G3,1,2 1/2,Non,Unknown,H3V 1G3
3 1/2 à louer au 2444 rue Benny Crescent Montréal,$825.00,2444 rue Benny Crescent Montréal QC H4B 2R3,1,2 1/2,Non,Unknown,H4B 2R3
2 1/2 à louer au 4760 Chemin de la Côte-des-Neiges Montreal,$930.00,4760 Chemin de la Côte-des-Neiges Montreal QC H3V 1G3,1,2 1/2,Non,Unknown,H3V 1G3
3 1/2 à louer au 2460 rue Benny Crescent Montréal,$880.00,2460 rue Benny Crescent Montréal QC H4B 2P9,1,2 1/2,Non,Unknown,H4B 2P9
1 Bdrm available at 2460 Benny Crescent Montreal,$880.00,2460 Benny Crescent Montreal QC H4B 2P9,1,2 1/2,Non,Unknown,H4B 2P9
3 1/2 à louer au 10250 avenue du Bois-de-Boulogne Montréal,$740.00,10250 avenue du Bois-de-Boulogne Montréal QC H4N 1K9,1,2 1/2,Non,Unknown,H4N 1K9
4 1/2 NDG all renovated call for visit,$1050.00, montreal h4v2v6 QC Canada,1,4 1/2,Non,Non,h4v2v6
Beau grand 3 1/2 rénové a louer métro Honoré-Beaugrand,$620.00, montreal h1k 3h5 QC Canada,1,3 1/2,Non,Non,h1k 3h5
"5 1/2 Dans le secteur de ""La Petite Italie""",$1600.00,7175 Clark Montreal H2S3G5 QC,1,5 1/2,Non,Non,H2S3G5
superintendent maintenance 4 1/2+pay LACHINE,$Surdemande, LACHINE H8S 1K7 QC Canada,1,4 1/2,Non,Non,H8S 1K7
3 ½ très propre libre (RDC) rénovation récente Ahu,$560.00,1551 Rue Viel Montréal QC H3M 1G6 Canada,1,3 1/2,Non,Non,H3M 1G6
VERY UNIQUE 2BD Penthouse - Griffintown - MUST SEE!!,$3000.00,Rue William Montréal QC H3C 0K8 Canada,2,4 1/2,Oui,Unknown,H3C 0K8
3 1/2 a louer Vileray metro Iberville,$600.00,7270 Avenue des Érables #4 Montréal QC H2E 2R3 Canada,1,3 1/2,Non,Oui,H2E 2R3
Lasalle - 4 1/2 renovated-Heating & hot water included $925.00,$925.00,555 40 Av LaSalle QC H8P 2X7 Canada,1,4 1/2,Non,Non,H8P 2X7
Ahuntsic 2mn hôpital Fleury grand 3½ porte patio très calme,$705.00,Rue Parthenais Montréal QC H2B 2L3 Canada,1,3 1/2,Non,Unknown,H2B 2L3
4½ Tout meublé 2 pas métro H-Beaugrand,$950.00,Rue Saint-Donat Montréal QC H1K 3N5 Canada,1,4 1/2,Oui,Non,H1K 3N5
3 1/2 bachelor - rue Des Ormeaux,$590.00,Rue des Ormeaux Montréal QC H1L 4X9 Canada,1,3 1/2,Non,Unknown,H1L 4X9
Condo à louer 2 chambres/ 2 bedrooms for rent,$1600.00,1240 Rue Montcalm Montréal QC H2L 3G7 Canada,1,4 1/2,Oui,Non,H2L 3G7
Westmount adj Downtown 3 bedrooms 2 bathrooms JANUARY 2019,$2695.00,4840 Chemin de la Cote Saint Luc Montreal QC H3W 2H1,2,5 1/2,Non,Unknown,H3W 2H1
Secure YOUR Short Term Stay at Campus1 MTL | January 2019,$Surdemande,420 Rue Sherbrooke O Montréal QC H3A 1B4 Canada,1,4 1/2,Oui,Non,H3A 1B4
1 Bdrm. unit - Heating & hot water incl. VSL- 514-400-6623,$775.00,2323 Modugno Saint Laurent QC H4R 1X5,1,2 1/2,Non,Non,H4R 1X5
1 BEDROOM OR STUDIO CLOSE TO HOSPITALS 514-700-3501,$850.00,3501 Cote Ste-Catherine Montreal QC H3T 1Z8,1,2 1/2,Non,Non,H3T 1Z8
5 et Demi a louer (2ch fermés + mezzanine) lachine,$1450.00,801 Rue Gameroff #6 Lachine QC H8T 3R9 Canada,1,4 1/2,Non,Non,H8T 3R9
LOGEMENT 4½ ENSOLEILLÉ DERNIÈRE ÉTAGE IMMEUBLE EN BÉTON,$750.00, Montreal H1H1H8 QC Canada,1,4 1/2,Non,Unknown,H1H1H8
appartment a louer,$600.00, st-leonard h1t1h6 QC Canada,1,2 1/2,Non,Non,h1t1h6
4 1/2 a louer Montreal nord,$550.00,11985 Avenue Matte Montréal-Nord QC H1G 3R4 Canada,1,4 1/2,Non,Unknown,H1G 3R4
Beautiful studio in the center of Outremont.EVERYTHING INCLUDED,$1250.00,1070 Avenue Lajoie Outremont QC H2V 1N6 Canada,1,1 1/2,Oui,Non,H2V 1N6
spacious 4 1/2 in rosemont New bathroom,$750.00,6910 Boulevard Saint-Michel Montréal QC H1Y 2G3 Canada,1,4 1/2,Non,Non,H1Y 2G3
appartement à louer,$Surdemande,14252 Rue Notre-Dame Est Pointe-aux-Trembles QC H1A 1V3 Canada,1,4 1/2,Non,Non,H1A 1V3
4 et demi à sous-louer,$780.00,2342 Rue Darling H1W 2X1 Montréal QC,1,4 1/2,Non,Oui,H1W 2X1
5 1/2 HAUT DUPLEX A LOUER MTL-NORD,$860.00, Mtl-Nord H1H 3Y4 QC Canada,1,5 1/2,Non,Non,H1H 3Y4
2br RDC Open Concept Terrasse Parking MileEnd,$2480.00,5684 Rue Saint-Urbain Montréal QC H2T 2X3 Canada,1,4 1/2,Non,Unknown,H2T 2X3
Appartement à louer,$850.00,2112 Rue Maurice Lebel Montréal QC H4N 3E7 Canada,1,4 1/2,Non,Oui,H4N 3E7
Villereray 1 1/2. Tout inclus 590$. Métro Crémazie 550m,$590.00,8505 Saint-Dominique Montreal QC H2P 2L6,1,1 1/2,Non,Unknown,H2P 2L6
1 1/2 Chauffé semi-meublé Plateau Parc Laurier,$605.00,5129 A Rue Marquette Montréal QC H2J 3Z4 Canada,1,1 1/2,Oui,Non,H2J 3Z4
Le Président 4 1/2 CDN Adj.Centre Ville Wesmount,$1575.00,Un Logement pour tous vos besoins Montreal QC H3V 1C8,2,4 1/2,Non,Oui,H3V 1C8
Le Président 3 1/2 CDN Adj Centre Ville Wsmount,$1125.00,Un Logement pour tous vos besoins Montreal QC H3V 1C8,1,3 1/2,Non,Unknown,H3V 1C8
Le Président 5 1/2 CDN Adj Centre Ville Wesmount,$1875.00,Un Logement pour tous vos besoins Montreal QC H3V 1C8,2,5 1/2,Non,Unknown,H3V 1C8
4 1/2 à louer Métro Frontenac,$750.00,2330 Rue Hogan Montréal QC H2K 2T3 Canada,1,4 1/2,Non,Non,H2K 2T3
Magnifique condo style loft meublé + parking dispo décembre,$1180.00,244 Rue Sherbrooke E #116 Montréal QC H2X 1E1 Canada,1,3 1/2,Oui,Non,H2X 1E1
4 1/2 à louer dans la petite italie - rdc avec cour,$1800.00,6773 Rue Drolet Montréal QC H2S 2T1 Canada,1,4 1/2,Non,Non,H2S 2T1
Penthouse Meublé 2 Chambres + Mezzanine + Garage. PLATEAU,$2500.00,5484 Rue de Mentana Montréal QC H2J 4B3 Canada,1,4 1/2,Non,Non,H2J 4B3
Beau 4-1/2 Renove Anjou,$875.00,8665 Avenue des Ponts de Cé Anjou QC H1J 2C7 Canada,1,2 1/2,Non,Non,H1J 2C7
PIERREFONDS / KIRKLAND - 1-2 Bedrooms ALL INCLUDED,$780.00,4875 des Erables Pierrefonds QC H9J 2W4,1,2 1/2,Non,Non,H9J 2W4
2 CHAMBRES – CHAUFFÉ & EAU CHAUDE INCLUS – 514-612-7910,$950.00,7920 Cote St-Luc Cote St-Luc QC H4W 1R3,2,4 1/2,Non,Non,H4W 1R3
Super 3-1/2 Crémazie Ouest / Parc Extension,$640.00,1060 Crémazie Ouest Montreal QC H3N 1A4,1,2 1/2,Non,Non,H3N 1A4
Le Faubourg St-Laurent,$990.00,8425 Boul St-Laurent Montréal QC H2P 2M7 Canada,1,3 1/2,Non,Non,H2P 2M7
Sublet apartment 3 1/2 for 3 weeks,$600.00,7600 Chemin Earle Côte Saint-Luc QC H4W 1N9 Chemin Earle Côte Saint-Luc QC H4W 1N9 Canada,1,2 1/2,Oui,Non,H4W 1N9
2 1/2 avec balcon sur le plateau disponible dès maintenant,$720.00,2235 Rue Gilford Montréal QC H2H 1H6 Canada,1,2 1/2,Non,Non,H2H 1H6
Bas de triplex sur deux étages à 5 min métro Beaubien,$2400.00, Montréal H2S 2G5 QC Canada,1,6 1/2,Non,Non,H2S 2G5
Metro Jean-Talon 5 1/2 non disponible,$Surdemande,s Montreal H2R2E4 QC Canada,1,5 1/2,Non,Oui,H2R2E4
3 1/2 tout équipé avec internet au cœur du Plateau (1er janvier),$1300.00, Montréal H2L4H7 QC Canada,1,3 1/2,Oui,Non,H2L4H7
Très Grand 4 1/2 2 S de B.,$1750.00,4858 Cote Des Neiges Montreal QC H3V 1G8,2,4 1/2,Non,Unknown,H3V 1G8
3 1/2 units on Talleyrand in Brossard,$635.00,1855 Talleyrand Brossard QC J4W 2Y9,1,2 1/2,Non,Unknown,J4W 2Y9
A LOUER/FOR RENT – NEW CONDO 3 1/2 – HOCHELAGA - PROCHE DU METRO,$1200.00,2335 Bennett Apt 216 H1V 2T6 MONTREAL QC,1,3 1/2,Non,Non,H1V 2T6
Recherche 1e décembre 41/2,$Surdemande,Avenue Pierre-De Coubertin Montréal QC H1V 3N7 Canada,1,4 1/2,Non,Oui,H1V 3N7
Recherché :Recherche 1e décembre 3 et 1/2 +,$Surdemande, H1V 3N7 4141 Avenue Pierre-De Coubertin Montréal QC,1,3 1/2,Non,Oui,H1V 3N7
Grand 3 1/2 Rénové à Terrasse-Vaudreuil,$725.00,Terrasse-Vaudreuil QC J7V 5M6 Canada,1,3 1/2,Non,Oui,J7V 5M6
Magnifique loft à louer dans la petite italie électros inclus,$1295.00,Boul St-Laurent Montréal QC H2S 3C5 Canada,1,6 1/2,Non,Non,H2S 3C5
**7 1/2 VERDUN***RDC** PRES DU METRO PISTE CYCLABLES RESTOS!,$1100.00,127 2ieme avenue h4g2w2 verdun QC,1,4 1/2,Non,Non,h4g2w2
3 1/2 tout inclus,$1175.00,5558 Avenue Decelles Montréal QC H3T 1W4 Canada,1,3 1/2,Non,Non,H3T 1W4
GRAND 3 1/2 MEUBLÉ LOCATION MENSUELLE,$1100.00, LaSalle H8R3N7 QC Canada,1,3 1/2,Oui,Non,H8R3N7
5 1/ 3 chambres 1770$,$590.00,2229 Boulevard Edouard-Montpetit Montréal QC H3T 1J3 Canada,1,5 1/2,Oui,Non,H3T 1J3
TOUR DES CANADIENS - PHASE 1,$2100.00,1288 Avenue des Canadiens-de-Montréal Montréal QC H3C 1B3 Canada,1,3 1/2,Oui,Non,H3C 1B3
3 1/2 Plateau,$925.00, H2H 1W9 Plateau Mont-Royal QC Canada,1,3 1/2,Non,Non,H2H 1W9
STUDIO À LOUER CDN-NDG PRÈS DU MÉTRO pour 1er janvier 2019,$910.00,4974 Place de la Savane Montréal QC H4P 1Z6,1,1 1/2,Oui,Unknown,H4P 1Z6
3 1/2 À LOUER CDN-NDG,$1100.00,4974 Place de la Savane Montréal QC H4P 1Z6,1,3 1/2,Non,Oui,H4P 1Z6
